,Unnamed: 0,total_string
594,594,Add a track to the El Mejor Pop en Espanol playlist.
595,595,please put this track onto letha's signed xoxo playlist
596,596,Add this album to my US Latin Top 50 palylist
597,597,Add shake your rump to  my concentracion indie rock playlist
598,598,add arthur lee to my jazz vibes playlist
599,599,Add Priscilla to my playlist Classical Dance Music Ballet & Beyond
600,600,add Ghost on the Dance Floor to my Autumn Lounge playlist
601,601,Add jonny buckland to my playlist weekly buzz
602,602,Include stefanie in Pre-Party R&B Jams
603,603,I want my Reggae Infusions playlist to have Plaid Retina on it.
604,604,Add artist to playlist Classic Punk
605,605,Add this album to holly's bandas sonoras playlist
606,606,The Hot House playlist needs another album
607,607,add song by emmy rossum to Hit Rewind
608,608,Add this tune to the Spinnin' Records Top 100 list
609,609,add this track to the playlist hits of the 70s
610,610,add album to my Deathcore playlist
611,611,Put Targeted in my Clapton Chronicles The Best of Eric Clapton playlist. 
612,612,add this song to my Classical Dance Music Ballet & Beyond list
613,613,Add another song to daphne's retrowave outrun playlist. 
614,614,Add When You Come Back to the jazz for loving couples playlist. 
615,615,Add a track to summer of love
616,616,put frank farian on my Deep Dark Indie Folk playlist
617,617,add josefina pla to isabelle's Guest List GamesRadar playlist
618,618,add I'm Only a Man to my flow espanol
619,619,Add an album by Jenifer to my travelling playlist
620,620,add Heat of the Night to my Novedades Viernes Sudamerica playlist
621,621,add artist to my Phunkadelic playlist
622,622,Play Elizeth Cardoso to my Nothing But A Party R&B playlist
623,623,"put this song in my funk playlist, please"
624,624,"add Aprite le finestre to my This Is Earth, Wind & Fire playlist"
625,625,Put the joy division the complete bbc recordings on 40 hits
626,626,Please put maimi yajima's song onto Operacion Bikini.
627,627,Can you add a eviatar banai album to my tgif playlist
628,628,add the ragged curtain onto the playlist called party through the decades
629,629,Add Joey Fatone to my Spotlight on Country 2016 playlist
630,630,Add the tune to bandas sonoras
631,631,Add First Issue to my your favorite slaughterhouse playlist
632,632,Add natasha to my All Things Post playlist
633,633,Add another album to my this is pavarotti playlist. 
634,634,add erik santos in my playlist Metal Xplorer
635,635,add artist to my Trance Life group
636,636,Add the name as with gladness men of old to my ultimate 90s playlist
637,637,Add what child is this to Dark Dance Floors
638,638,Put jiro in my clasicos del hip hop espanol playlist. 
639,639,add this tune to my fresh finds hiptronix playlist 
640,640,"add already over, pt 2 to Hip Hop 2017 New School"
641,641,add song by charlie hunter to Rumba y mas
642,642,I need another artist in the romantica playlist. 
643,643,add Jacob Hoggard to my get going playlist
644,644,Put Jazzy B on Lazy Chill Afternoon playlist
645,645,The dubstep dangles dirty playlist needs Digital at Montreux in it
646,646,Add a tune to clasicos del hip hop espanol
647,647,add dark days in paradise to my gym playlist
648,648,Put this album on my wine & dine playlist
649,649,add tune to NUSIC
650,650,add iemand als jij to my playlist named In The Name Of Blues
651,651,add this album by richard hell to arlene's playlist named miami 2017 guest list
652,652,add this track to my Comedy New Releases
653,653,Can 50 minute technicolor dream be added to meredith's Cierra La Puerta playlist?
654,654,add this artist to my Jazz playlist
655,655,Add New Wave Blues to my Push Button Funk playlist
656,656,Put Mike McCready in the kitchen swagger playlist. 
657,657,Add a song from Randy Rhoads to my 50 Clasicos playlist
658,658,add i pledge allegiance to the grind to my Sinfonia Hipster playlist
659,659,Add Ultimatum to my crash course playlist
660,660,Add another track to my Women of Latin Music playlist 
661,661,Add an andy hurley album to my transatlantic lullaby list
662,662,add this artist to my playlist named funtime
663,663,Add this song to my list called The Birth of Cool
664,664,Add this Nozomi Tsuji tune to my Hot House playlist
665,665,add alexandra govere to my anochecer urbano playlist
666,666,Add a track to my hands up playlist.
667,667,Add Metal Gear Solid 2 Sons of Liberty Soundtrack 2 The Other Side to edna st vincent millay
668,668,Add another album to my keep calm playlist. 
669,669,Include Brandon Paris in The MetalSucks Playlist
670,670,Add artist to showstopper being mary jane
671,671,add apathy to my electro sur playlist
672,672,Add Cher to the Still Got the Blues playlist
673,673,Add this track to my Rock Hard playlist
674,674,Can you put tire me onto my new music friday latin playlist?
675,675,Add a gackt camui track to the White Noise playlist. 
676,676,I want to add un jour dans notre vie to my list running to rock 170 to 190 bpm
677,677,Put Al Jarreau on the Concentracion playlist
678,678,Add song to my pure rock & roll
679,679,add track to Punk Essentials
680,680,add the man who never lied to my current comedy top tracks
681,681,Can you add some morton feldman piano and string quartet to my global funk playlist
682,682,"Add Perfect Sense, Part I to my women of classical list"
683,683,add song to marta's endorphin rush playlist
684,684,Add to my Rumba y mas playlist the song by haley scarnato
685,685,Add louis nelson delisle to the pulse of americana
686,686,Add janie jones to my Indie Pop
687,687,Play Rock This playlist with Badonviller Marsch
688,688,ad this track by Isobel Campbell to my Folk for Kids list
689,689,Add this tune to my post metal playlist
690,690,Add garry shider album to my classical essentials
691,691,Add shi xin hui to my piano chill playlist.
692,692,add Fabri Fibra to The Birth of Cool
693,693,add Gary Lachman track to jazz for loving couples playlist
694,694,I want another artist on my atmospheric black metal playlist
695,695,add this track to Punk Rock Workout
696,696,Add beijing huanying ni to my workday lounge playlist
697,697,add dj clay to my canciones del recuerdo
698,698,I want to add Kiara to my Digster Future Hits playlist
699,699,Add the tune by Cassie Ventura to my genre bender playlist
700,700,Put hampartsoum limondjian in running to rock 170 to 190 bpm
701,701,Put King of America onto the playlist with the title a sudden rainstorm
702,702,add back porch spirituals to my Hit Remix playlist
703,703,"add Tinker, Tailor to my playlist titled this is trey songz"
704,704,Put sleeping with ghosts into my 90s Indie playlist. 
705,705,add this album to my party with friends
706,706,"Add crying, waiting, hoping to my weekly buzz playlist. "
707,707,Add tune to my hot 50
708,708,add jason webley to Classical Intimate Dinner playlist
709,709,Add track to my Peaceful Piano
710,710,Add the current tune to my Evening Groove list
711,711,Add this John Tesh tune to the friendesemana playlist
712,712,Add an album to Women of Hip Hop
713,713,Add The 'Chirping' Crickets to my Mellowed Out Gaming playlist
714,714,Put an album by Mohammad Reza Shadjarian in my Chillin' on a Dirt Road playlist.
715,715,Add tunnel rats to my Rhythm and Blues playlist
716,716,Add song to top 100 country tracks on spotify 
717,717,Add a Mary Fahl tune to the Pre-Party R&B Jams playlist. 
718,718,please put this tune on the irish folk - jigs & reels playlist
719,719,put Sonntagskind onto the playlist called soulful disco
720,720,"Add Nazad, nazad, Kalino mome to Escapada"
721,721,add my hands to travelling playlist
722,722,add back on the dancefloor to my bajo las estrellas playlist
723,723,Add Munawar Ali Khan to my mujeres y hombres y fiesta
724,724,add maggie mcgill to my night vibes
725,725,add the artist to my emotron playlist
726,726,Add suffer little children to this is racionais mc's playlist 
727,727,Add Jermaine Fagan to spring music
728,728,Include golden boy in Pop Dance
729,729,put this dave abbruzzese tune on Family Road Trip
730,730,Add knocked out loaded to the spring vibes playlist. 
731,731,Add even serpents shine to dorothea's indie hipster playlist
732,732,add madlib invazion to my prog rock monsters list
733,733,Add Bone Crusher to the chill out playlist
734,734,Add this artist to my Post-grunge playlist
735,735,Add Geschwisterliebe to my string theory playlist. 
736,736,Add iene miene mutte to Women of R&B playlist
737,737,"Add this track by Del tha Funkee Homosapien to the playlist songs for you, not your parents"
738,738,I want this tune on my Most Necessary playlist
739,739,Incorporate Ayumi Hamasaki Arena Tour 2009 A Next Level into my Musica Libre playlist. 
740,740,Add d roc the executioner to my This Is Zeze Di Camargo & Luciano playlist. 
741,741,Add Nothing Can Stop Us to my Lazy Chill Afternoon playlist.
742,742,put frank farian on lydia's playlist called The Black Power Mixtape 1967 to 1975
743,743,Can you put the album onto Cierra La Puerta?
744,744,Add Hanging On to my just dance by aftercluv playlist.
745,745,Add tune to my Para comer
746,746,Put journey to love onto Hip Hop 2017 New School.
747,747,The trapaholics needs another artist added. 
748,748,add Wing track to All A Cappella
749,749,add paul wickens to Lo mejor del Rock de Espana
750,750,put this album on my dubstep dangles dirty playlist
751,751,Put dschiwan gasparjan into the Cool Down playlist. 
752,752,Add artist to my working day
753,753,please add this artist to my Zen Focus playlist
754,754,Add the track BG Knocc Out to the rapcaviar playlist
755,755,Add the name x forza e x amore to the playlist Musica Espanola 2017
756,756,I want to move this album to the selektor playlist
757,757,add tolmatschowa schwestern to my Street Dance playlist
758,758,Add the artist to my Metal playlist.
759,759,Add the frank beard song to the Soft Pop Hits playlist
760,760,add song to Trap Land
761,761,I want do you want to build a snowman in my Hip Hop 2017 New School playlist
762,762,add this album to my Mediodia Acustico playlist
763,763,add time flies 1994-2009 to the Jazzy Romance playlist
764,764,Please put David Van Tieghem onto my throwback party playlist.
765,765,Add lisa dalbello to my 2015 CMA Awards Nominees list
766,766,I want you to add the currently playing This Generation into my playlist called funtime activity
767,767,I want to add Hind Etin to my La Mejor Musica Dance 2017 playlist
768,768,Add the artist Gwenno Pipette to the sexy as folk playlist. 
769,769,Add the song to the soundscapes for gaming playlist.
770,770,Add night and day to my Lazy Chill Afternoon playlist
771,771,add this song to my metal playlist
772,772,put A L Lloyd on gaming anthems
773,773,Add fuzzy logic to latin dinner
774,774,add the artist to my southern gothic playlist
775,775,put Unbound into found them first for me
776,776,The this is kevin johansen playlist needs The Lamb Lies Down on Broadway in it.
777,777,add Michael Hayvoronsky to Lo Que Suena Los Angeles
778,778,I want this album on my Indie Alternativa playlist
779,779,add tune to Morning Rhythm playlist
780,780,please add george nooks to my electronow playlist
781,781,Put another artist in my Opera 100 Spotify Picks playlist. 
782,782,put this song on my NTC High Intensity Training Tracks playlist
783,783,add tapper zukie to the all out 00s playlist
784,784,Add Tarja Turunen to my Lo mejor de Radio 3 playlist
785,785,Add this track to the Evening Commute playlist
786,786,Add this artist to piano chill
